11.86,11.07,10.37,9.63,8.49,6.97,5.20,3.11,0.41,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,2.72,4.01,4.77,3.67,e,e,e,e,e,e,e,e,e,2.89,4.52,4.26,5.14,7.29,10.28,11.36,12.32,13.42,14.67,15.98,17.22,18.50,19.95,21.68,24.05,26.43,28.86,32.01,38.24,41.55,44.50,47.45,50.38,53.17,56.00,58.70,61.11,63.13,64.58,66.56,69.22,72.23,75.62,79.89,85.17,91.29,94.85,98.29,101.52,104.50,107.28,109.53,111.25,112.32,112.62,110.90,107.77,103.90,99.98,97.35,94.78,92.23,89.10,84.07,79.35,75.15,71.70,69.22,67.96,66.65,65.53,64.68,63.91,64.62,65.74,67.37,69.99,72.38,75.01,77.90,81.25,86.33,91.04,95.69,99.91,102.61,104.74,106.94,109.16,111.30,114.13,115.97,117.13,117.21,113.87,110.18,105.62,100.74,96.64,92.84,89.69,87.01,84.64,82.64,80.26,76.17,70.51,64.80,59.38,53.76,48.55,44.50,41.73,38.03,33.81,29.83,28.58,30.56,31.27,30.43,29.09,26.97,24.72,22.46,20.02,15.37,11.99,9.27,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
10.60,9.60,8.64,7.69,6.57,5.17,3.34,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,5.16,8.02,9.95,11.12,12.24,13.46,14.77,15.96,17.27,18.78,20.75,25.10,28.55,31.29,33.77,37.34,39.88,42.55,45.37,48.17,50.57,52.72,55.04,57.70,59.94,61.53,63.45,65.99,69.29,72.68,76.60,81.23,86.64,91.71,95.28,98.48,101.61,103.97,105.69,107.10,108.04,108.26,107.37,104.96,101.77,98.49,95.91,93.35,90.48,86.90,81.94,76.72,71.56,67.58,65.77,64.49,63.40,62.50,61.72,60.86,61.10,62.10,63.87,66.50,68.99,71.56,74.33,77.40,81.12,85.63,90.37,95.02,99.10,102.21,104.64,106.66,108.52,110.67,112.25,113.52,114.13,112.23,108.89,104.59,99.99,96.04,92.35,89.46,87.05,84.83,82.91,80.73,76.96,71.81,66.90,61.88,56.49,51.25,46.80,43.90,41.09,38.05,34.96,33.39,33.53,33.19,32.22,31.05,29.74,28.39,26.81,24.78,21.78,17.98,14.51,11.42,7.86,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
9.37,8.18,7.01,5.85,4.69,3.38,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,5.29,7.43,9.24,10.80,12.18,13.43,14.65,15.97,17.59,19.88,25.15,29.27,32.22,34.22,36.16,38.16,40.52,43.14,45.80,47.85,49.48,51.43,54.03,56.46,58.31,60.29,62.78,66.20,69.74,73.50,77.60,82.18,87.42,91.33,94.77,97.93,100.03,101.38,102.52,103.30,103.40,103.07,101.52,99.27,96.76,94.39,91.82,88.61,84.61,79.76,74.21,68.16,63.60,62.29,61.01,60.09,59.31,58.57,57.89,58.12,59.16,60.95,63.34,65.89,68.43,71.00,73.66,76.42,80.47,84.86,89.38,94.21,98.45,101.79,104.23,105.89,107.47,108.83,110.06,110.85,109.91,106.97,103.05,98.75,94.77,91.31,88.64,86.37,84.21,82.41,80.12,76.59,72.11,67.96,63.55,58.64,53.56,48.79,45.86,43.52,41.29,39.01,37.28,36.07,34.91,33.76,32.68,31.90,31.14,30.12,28.66,27.11,23.96,20.76,17.56,13.15,9.06,5.25,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
8.19,6.87,5.60,4.24,2.88,1.61,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.92,3.22,6.30,8.98,10.80,11.91,13.26,14.60,16.39,19.13,23.66,27.77,30.74,32.63,34.56,36.38,38.40,40.69,43.25,45.00,46.40,47.99,50.09,52.62,54.85,57.08,59.62,62.89,66.80,70.69,74.49,78.16,81.43,85.98,90.06,93.02,95.17,96.40,97.34,97.90,97.84,97.66,97.17,96.18,94.64,92.72,90.11,86.57,82.20,77.40,71.75,64.97,59.77,58.65,57.48,56.66,55.86,55.10,55.07,55.98,57.31,58.93,60.73,63.28,65.78,68.02,69.99,72.51,75.75,79.12,82.74,87.27,92.82,98.03,101.84,103.38,104.67,105.92,106.92,107.37,106.57,104.16,100.81,96.82,92.54,89.51,86.98,84.67,82.44,80.79,78.00,74.65,71.04,67.53,63.99,59.87,55.23,50.33,47.59,45.09,42.98,41.26,39.62,38.01,36.50,35.17,34.08,33.31,32.58,31.91,31.31,30.68,29.78,28.42,25.95,20.75,14.69,9.09,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
8.08,6.51,4.94,3.32,1.85,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,5.64,8.16,10.02,11.59,13.28,15.24,17.65,21.60,25.44,28.55,30.81,32.70,34.38,36.29,38.38,40.48,42.06,43.59,45.32,47.42,50.13,52.90,55.47,57.91,60.50,64.13,68.04,71.90,75.40,78.09,81.40,84.53,87.16,89.36,90.76,91.74,92.29,92.29,92.22,92.07,91.72,91.02,89.37,86.49,82.77,78.38,73.55,66.78,61.08,57.11,55.17,53.84,52.87,52.33,52.28,52.93,54.13,55.64,57.32,59.02,61.03,63.31,65.45,67.28,69.50,71.86,74.56,77.72,81.38,85.84,90.67,95.14,98.58,101.29,102.73,103.44,103.59,102.82,100.01,96.50,92.85,89.55,87.09,84.77,82.49,80.19,77.67,74.59,71.14,67.65,64.87,62.05,58.69,54.98,51.23,48.52,46.15,44.06,42.24,40.65,39.22,37.96,36.79,35.55,34.72,34.10,33.45,32.63,31.92,31.19,30.22,28.25,23.29,16.70,10.39,5.08,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
8.39,6.59,4.78,2.97,1.42,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,11.55,13.75,15.88,19.37,22.94,26.12,28.69,30.57,32.20,34.06,36.01,37.70,39.25,40.99,43.01,45.39,48.34,51.46,54.22,56.55,58.57,61.67,65.46,69.39,72.90,75.35,77.44,79.52,81.69,83.73,85.18,86.12,86.58,86.64,86.62,86.77,86.97,86.95,85.47,82.47,78.69,74.29,69.16,62.02,57.66,54.93,52.26,50.36,49.01,48.62,49.32,50.80,52.31,53.96,55.69,57.40,58.97,60.97,63.01,64.85,66.84,68.53,70.69,73.36,76.12,79.30,83.25,87.74,92.47,96.53,98.43,99.15,99.15,98.31,95.28,91.78,88.53,86.26,84.27,82.05,79.71,77.24,73.81,70.28,66.72,63.36,60.80,58.54,56.09,53.61,51.33,48.95,46.79,44.76,42.86,41.33,40.09,39.08,38.07,36.70,35.71,35.01,34.20,33.05,32.16,31.13,29.95,27.95,23.36,16.57,10.23,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
9.26,7.39,5.57,3.80,2.25,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,8.62,11.28,13.76,17.00,20.40,23.41,25.84,27.82,29.63,31.49,33.32,35.03,36.87,38.80,41.25,44.42,47.71,50.60,53.10,55.28,57.35,59.62,62.97,66.80,70.40,72.81,74.77,76.42,77.85,79.16,80.17,80.65,80.75,80.70,80.64,81.36,82.20,82.48,80.95,78.38,74.86,70.22,64.05,59.30,55.97,53.42,50.89,47.37,45.10,44.49,45.63,48.29,50.38,52.15,53.79,55.55,57.22,58.91,60.71,62.67,64.62,66.30,68.04,69.95,72.01,74.79,77.74,80.82,84.05,88.26,91.20,92.78,92.98,91.89,89.73,87.04,84.38,82.55,80.66,78.23,75.51,72.60,68.78,64.22,60.63,57.86,54.06,52.03,50.92,50.26,49.60,48.45,46.60,44.77,43.25,41.77,40.40,39.31,38.28,36.95,35.48,34.16,32.89,31.66,30.92,29.53,27.23,23.90,19.45,12.54,7.43,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
10.14,8.23,6.48,4.85,3.31,2.47,2.01,1.72,1.41,1.15,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,7.31,9.69,13.51,16.93,20.01,22.72,24.83,26.72,28.73,30.82,32.79,34.72,36.83,39.36,42.46,46.10,49.42,52.03,54.09,56.14,58.28,61.26,64.60,67.78,70.14,71.97,73.37,74.44,75.35,76.08,76.44,76.50,76.45,76.58,77.55,78.52,78.76,77.22,74.70,70.96,66.16,60.87,57.69,55.06,52.74,50.47,46.32,42.85,41.44,42.52,45.29,47.74,49.96,51.94,53.65,55.22,56.69,58.39,60.45,62.38,64.06,65.69,67.30,68.88,70.96,73.07,75.29,77.77,81.12,83.85,85.64,86.29,85.62,83.78,81.43,79.00,77.02,74.79,72.11,69.21,66.29,63.48,60.16,57.26,54.63,51.08,48.88,48.08,48.00,47.84,47.37,46.26,44.88,43.41,41.95,40.52,39.18,37.84,36.32,34.63,33.07,31.12,28.55,26.75,24.79,22.15,18.59,13.80,8.24,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
11.24,9.23,7.48,6.00,4.45,3.64,3.23,2.99,2.68,2.38,1.90,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,12.93,16.21,19.36,21.64,23.62,25.89,28.34,30.70,32.69,34.98,37.45,40.16,44.00,47.93,50.87,52.92,54.93,57.19,59.81,62.52,65.07,67.35,69.08,70.33,71.21,71.84,72.38,72.72,72.88,72.88,73.34,74.43,75.35,75.43,73.88,71.27,67.18,62.31,58.59,56.49,54.37,52.22,50.05,45.68,41.23,39.06,39.88,42.37,45.02,47.72,50.12,51.71,53.09,54.41,56.03,58.10,60.00,61.75,63.42,64.95,66.18,67.54,68.94,70.55,72.55,74.69,76.62,78.22,79.28,79.17,77.49,75.35,73.04,70.72,68.09,65.30,62.48,59.85,58.49,57.13,55.17,52.61,49.88,47.36,46.35,46.21,46.07,46.01,45.75,44.91,43.45,41.98,40.53,38.92,37.15,35.33,33.53,31.68,28.73,24.23,21.02,18.41,15.78,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
13.87,11.17,8.67,7.15,5.60,4.71,4.32,4.21,3.90,3.64,3.00,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,8.12,11.70,15.08,17.71,20.34,22.95,25.57,28.27,30.76,33.26,35.79,38.41,41.51,45.35,48.87,51.71,53.72,55.65,57.86,60.11,62.18,64.22,65.96,67.25,68.00,68.19,68.59,68.81,68.87,68.93,69.92,71.38,72.43,72.43,70.88,68.35,64.46,59.93,56.71,54.78,52.90,50.45,46.90,42.13,39.02,37.87,38.75,41.39,43.84,46.22,48.27,49.61,50.83,52.08,53.43,54.95,56.66,58.93,60.90,62.39,63.63,64.85,65.91,66.99,68.30,69.65,70.57,71.22,71.58,71.23,70.11,68.63,66.79,64.53,62.38,60.60,59.01,57.51,56.34,55.22,53.79,51.94,49.66,46.94,45.19,44.39,44.35,44.39,44.48,44.18,43.26,41.85,40.53,38.79,36.68,34.51,32.51,28.87,23.47,16.79,13.23,10.16,7.54,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
17.31,14.28,11.03,8.33,6.79,5.77,5.41,5.45,5.15,4.80,4.01,2.97,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,10.79,13.91,16.91,20.20,23.47,26.25,29.29,32.00,34.53,36.99,39.44,42.70,46.09,49.27,51.86,53.50,55.19,56.80,58.24,60.47,62.70,64.24,64.84,64.67,64.70,64.66,64.55,64.46,65.67,67.57,69.03,69.23,67.88,65.49,62.02,58.00,54.68,52.81,49.60,45.94,42.90,39.26,37.10,36.27,36.98,40.41,42.74,44.65,46.22,47.43,48.48,49.50,50.52,51.55,52.79,54.47,55.94,57.17,58.54,60.86,62.52,63.62,64.46,65.27,65.62,65.70,65.58,65.03,64.28,63.27,61.93,60.13,58.53,57.29,56.24,55.23,54.18,53.14,51.90,50.29,48.12,45.27,43.45,42.66,42.67,42.83,43.10,43.17,42.79,41.65,40.14,37.97,35.45,33.25,30.40,25.46,18.93,11.79,8.11,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
