e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,3.26,5.56,7.79,11.78,17.12,22.89,27.84,32.46,35.82,37.57,37.70,37.20,37.15,38.14,39.82,41.03,40.20,39.38,39.09,39.63,40.62,42.44,45.08,48.33,51.36,53.70,55.83,57.56,58.49,59.15,59.62,60.00,60.51,62.21,63.68,64.88,65.71,65.94,65.98,65.76,65.43,65.14,64.51,63.93,63.65,63.76,64.00,64.09,64.76,66.15,68.28,70.72,73.59,76.64,79.80,83.87,87.73,90.46,92.15,93.64,93.79,93.24,92.07,90.39,89.18,88.71,88.89,89.66,90.99,93.02,95.05,96.76,97.80,97.79,96.92,95.50,93.84,92.65,93.06,93.97,95.01,95.99,95.67,93.65,90.48,86.87,82.98,80.34,78.55,77.50,77.67,80.21,82.57,84.35,85.76,85.79,85.06,83.68,81.83,80.19,79.18,79.29,81.51,87.99,92.45,96.32,99.56,102.02,105.00,108.76,112.93,117.13,120.48,123.35,126.27,129.61,133.77,137.95,140.93,143.07,144.65,144.62,143.96,143.40,143.19,143.26,146.11,150.24,154.73,158.68,162.65,166.91,172.63,180.20,188.36,194.53,201.36,208.68,215.04,221.30,227.98,234.98,242.12,249.24,255.05,260.36,265.47,270.33,274.58,278.38,281.74,284.63,284.08,283.03,281.32,278.95,276.31,273.29,269.70,265.73,261.87,258.83
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,3.80,5.97,8.13,12.55,18.13,22.88,27.96,31.87,34.23,34.92,34.60,34.01,34.87,36.93,38.58,37.49,36.72,36.70,37.53,38.12,38.98,40.90,43.93,47.11,49.66,52.06,54.06,55.21,56.07,56.67,57.24,58.04,59.57,60.90,61.98,62.71,62.90,62.64,62.14,61.64,61.35,60.68,60.31,60.23,60.42,60.91,61.66,63.42,65.88,68.33,70.95,73.88,76.94,80.03,83.35,86.61,89.08,90.70,91.86,91.35,90.52,89.27,87.47,85.87,85.24,85.49,86.57,88.42,90.68,92.75,94.37,95.31,95.60,94.78,93.23,91.34,89.41,89.83,90.96,92.25,93.54,94.01,92.70,89.92,86.23,81.82,78.61,76.47,75.45,75.93,77.49,79.05,80.33,81.26,81.09,80.05,78.64,77.34,76.66,76.78,78.54,82.64,90.22,94.37,98.03,101.37,104.28,107.30,110.89,115.02,119.33,122.31,125.05,127.76,130.72,134.37,137.59,139.67,140.87,141.39,140.84,139.82,139.02,138.78,139.32,143.98,149.83,155.51,159.80,163.66,167.94,173.79,181.54,189.81,196.40,203.38,210.35,215.67,221.82,228.30,235.07,242.11,249.47,255.56,260.96,265.89,270.36,274.98,278.80,281.77,283.96,282.52,280.95,278.87,276.14,273.11,269.76,265.75,261.51,258.03,255.85
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.82,3.98,6.15,8.92,12.25,15.92,20.89,26.68,30.82,32.01,31.93,31.31,31.02,31.52,33.27,33.30,33.85,34.83,35.95,36.74,37.68,38.87,40.40,42.39,45.06,47.85,50.34,52.08,53.29,54.05,54.69,55.47,56.96,58.20,59.00,59.35,59.40,58.62,57.92,57.58,57.71,57.14,57.62,58.21,58.58,59.17,60.28,62.52,65.52,68.52,71.44,74.39,77.33,80.22,82.95,85.34,87.30,88.78,89.64,88.79,87.77,86.41,84.46,82.66,81.72,81.92,83.34,85.78,88.42,90.53,92.02,93.01,93.49,92.73,91.25,89.42,86.91,87.37,88.85,90.50,91.69,92.25,91.31,88.96,85.48,81.37,77.45,74.62,73.35,73.94,75.34,76.36,76.99,77.63,76.67,75.48,74.44,73.91,74.87,77.05,81.13,86.73,92.18,96.07,99.87,103.48,106.58,109.66,113.95,118.03,121.13,123.37,125.76,128.17,130.69,133.50,135.35,136.59,137.30,137.58,137.33,136.64,136.36,137.04,139.41,145.27,151.37,157.01,161.78,165.64,170.46,176.36,183.35,191.33,197.95,204.24,210.37,216.29,222.74,229.09,235.50,242.18,249.64,256.06,261.56,266.27,270.40,275.25,279.12,281.56,282.30,281.01,278.80,276.08,273.09,269.72,265.48,261.48,258.01,255.13,253.17
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.39,3.38,5.38,7.16,8.95,11.09,14.03,18.00,21.73,24.46,26.49,27.07,27.15,27.44,28.98,30.16,31.64,33.16,34.41,35.36,36.35,37.33,38.36,39.71,41.65,44.02,46.49,48.55,50.38,51.52,52.28,52.95,53.98,54.70,55.09,55.15,54.81,54.01,53.53,53.60,54.28,54.45,55.32,56.18,56.85,57.91,59.49,61.92,64.99,68.23,71.07,73.79,76.45,79.09,81.64,83.70,85.40,86.71,87.42,86.84,85.64,83.97,81.94,80.29,79.20,79.34,80.91,83.43,86.15,88.25,89.72,90.79,91.27,90.47,88.89,86.95,84.35,84.62,86.03,87.77,89.16,89.80,89.06,87.05,84.07,80.46,75.88,72.49,71.30,71.95,73.01,73.64,73.83,73.87,72.72,71.97,72.13,73.50,75.95,80.14,85.23,90.44,94.49,98.07,101.75,105.46,109.03,112.70,116.71,120.09,122.40,124.06,125.62,127.33,129.20,131.14,132.15,132.90,133.31,133.37,133.31,133.88,135.09,137.12,140.49,146.52,152.42,157.86,162.85,167.08,172.05,177.72,184.16,191.83,198.32,204.10,209.73,216.03,222.89,229.50,235.91,242.29,249.82,256.54,262.03,266.39,270.41,275.09,278.71,280.65,280.45,278.60,276.02,272.97,269.56,265.54,261.62,258.10,255.02,252.29,250.49
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.53,3.31,5.01,6.14,6.85,7.48,7.83,8.65,11.01,15.24,19.60,21.66,22.79,23.71,25.21,27.34,29.51,31.44,32.90,33.99,35.01,36.01,37.02,38.02,38.96,40.60,42.74,44.89,47.37,48.94,49.87,50.42,50.86,50.94,50.95,50.81,50.15,49.56,49.44,49.96,51.15,52.22,53.26,54.25,55.33,57.00,59.04,61.52,64.41,67.64,70.11,72.43,74.76,77.20,79.81,81.83,83.42,84.57,85.19,85.10,83.82,81.85,79.82,78.42,77.21,77.28,78.91,81.30,83.93,86.00,87.49,88.64,89.03,88.17,86.47,84.32,81.84,81.78,82.90,84.58,86.25,86.93,86.30,84.63,82.26,79.17,74.12,70.34,69.24,69.93,70.58,70.89,70.76,70.17,69.38,69.53,71.26,74.79,78.71,84.54,89.83,93.87,96.93,100.12,103.54,107.26,111.34,115.69,118.94,121.33,123.03,124.19,124.79,125.66,126.79,127.87,128.33,128.81,129.09,129.06,129.44,131.59,134.53,137.92,141.87,147.60,153.12,158.33,163.42,168.17,173.09,178.41,184.41,191.82,198.03,203.41,208.73,215.25,222.66,229.72,236.29,242.47,250.05,256.99,262.36,266.30,270.30,274.52,277.66,279.07,278.26,275.64,272.81,269.55,265.73,261.26,258.17,255.30,252.41,249.60,247.89
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.76,2.48,3.56,4.33,4.95,5.62,5.73,6.06,7.18,9.28,11.36,12.74,14.93,18.10,21.77,23.41,25.87,28.79,31.50,32.69,33.69,34.70,35.73,36.68,37.66,38.83,40.16,41.57,44.04,45.82,47.02,47.72,47.96,48.00,48.09,48.28,48.56,48.21,48.13,48.51,49.42,50.39,51.55,53.07,54.95,57.02,59.15,61.50,64.02,66.56,67.70,69.28,71.41,74.12,77.17,79.56,81.29,82.39,82.95,83.00,82.19,80.72,78.92,77.37,75.79,75.68,77.43,79.77,82.14,84.08,85.56,86.66,87.00,86.40,84.84,82.46,79.87,79.16,79.82,81.34,82.82,83.29,82.85,81.58,79.64,76.60,72.49,68.93,67.00,67.69,67.96,67.96,67.75,67.35,68.83,71.34,74.57,78.41,84.05,89.00,93.11,96.43,99.25,101.56,104.63,108.27,112.09,116.05,118.29,119.77,120.95,121.47,121.72,122.10,122.58,122.97,123.27,123.87,124.56,125.38,128.22,131.36,134.62,138.07,142.12,147.54,153.02,158.33,163.43,168.48,173.22,178.24,184.02,191.44,196.85,201.95,207.35,213.47,222.30,229.85,236.51,242.92,250.66,257.36,262.21,265.57,269.42,272.47,274.44,275.10,274.23,271.66,268.52,264.99,261.40,258.90,256.34,253.68,250.87,247.75,245.80
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,2.00,2.53,3.09,3.80,3.64,3.48,3.88,5.03,6.11,7.19,9.29,12.36,15.76,17.11,19.87,23.80,28.30,31.02,32.38,33.39,34.42,35.38,36.35,37.30,38.26,39.32,41.27,42.89,44.16,45.02,45.18,45.23,45.48,45.98,46.65,46.74,46.86,47.28,48.20,49.26,50.62,52.42,54.65,56.91,58.99,60.89,62.51,63.71,63.98,65.37,67.86,71.27,74.63,77.00,78.68,79.87,80.80,80.96,80.13,78.59,76.70,75.03,73.73,73.62,74.99,77.44,79.83,81.90,83.54,84.64,84.94,84.49,83.15,80.88,78.20,76.65,76.72,78.03,79.18,79.63,79.32,78.26,76.50,73.82,70.50,67.24,64.84,65.34,65.39,65.79,66.52,67.26,70.28,74.05,78.19,82.54,88.24,92.43,95.85,98.74,101.05,102.85,105.63,108.96,112.11,115.07,116.24,116.94,117.73,117.80,117.78,117.80,117.89,118.02,118.54,119.59,121.20,123.55,128.06,131.52,134.71,138.10,142.19,147.23,152.73,158.32,163.60,168.51,173.12,177.95,183.47,190.69,195.70,200.59,205.97,212.11,221.75,229.77,236.64,243.16,250.97,256.80,260.62,263.13,266.47,268.69,269.84,269.93,269.00,266.70,263.99,261.09,258.31,256.68,254.67,252.39,249.63,245.89,243.55
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.36,0.74,1.25,2.01,1.55,0.92,1.01,2.16,3.24,4.32,5.41,6.52,7.70,8.93,11.97,16.97,23.67,29.06,31.08,32.08,33.09,34.09,35.03,35.96,36.91,37.91,38.92,40.09,41.30,42.34,42.49,42.58,43.07,43.86,44.48,45.16,45.61,46.21,47.38,48.69,50.29,52.21,54.40,56.71,58.63,59.81,60.12,59.44,59.21,60.86,64.17,68.61,72.16,74.21,75.71,77.09,78.70,78.96,77.74,75.66,73.44,71.67,71.16,71.19,71.77,74.47,77.10,79.51,81.44,82.60,82.84,82.49,81.41,79.53,76.75,74.22,73.62,74.68,75.38,75.93,75.74,74.73,72.94,70.85,68.24,65.32,62.74,62.90,62.85,64.21,66.72,69.33,73.31,77.48,82.06,87.08,91.50,95.04,98.17,100.83,102.45,104.01,106.56,109.41,111.55,113.03,113.08,113.10,113.60,113.37,113.14,112.91,112.80,113.03,114.08,115.84,118.77,123.19,128.74,131.98,134.80,138.04,142.13,146.72,152.30,158.31,163.91,168.32,172.84,177.56,182.78,189.66,194.57,199.30,204.59,211.08,221.06,229.52,236.70,243.23,251.03,255.50,257.89,259.33,261.89,263.53,264.14,263.83,262.81,260.96,259.26,257.70,256.20,254.57,253.14,251.37,248.64,244.01,241.16
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,2.52,3.62,4.78,5.97,7.91,10.68,14.23,18.31,24.55,29.44,31.80,32.76,33.69,34.64,35.61,36.57,37.67,38.69,39.57,40.21,40.27,40.50,41.13,42.05,42.86,43.80,45.09,46.51,47.82,49.18,50.91,52.79,54.71,56.64,56.91,56.65,56.05,55.16,55.65,57.80,61.19,65.31,69.06,70.66,72.03,73.71,75.62,76.68,75.32,72.71,70.35,69.40,69.11,69.10,69.47,71.44,74.36,76.98,79.05,80.55,80.70,80.28,79.18,77.31,74.68,72.14,70.87,70.96,71.61,72.29,72.04,70.93,69.24,67.31,64.81,62.50,61.04,61.78,63.55,65.82,68.55,71.87,76.06,79.73,83.78,88.69,92.26,95.90,99.05,101.50,103.22,104.73,106.45,108.19,109.69,110.47,109.90,108.93,108.03,106.82,106.28,106.59,107.57,108.78,111.86,115.58,119.93,124.86,129.93,133.06,135.76,138.81,142.95,148.07,154.22,160.12,164.28,168.14,172.70,177.69,183.05,189.19,193.87,198.53,203.77,210.06,220.61,229.23,235.97,241.43,248.94,253.07,255.25,256.44,257.96,258.66,258.87,258.64,258.02,256.85,255.57,254.33,253.20,252.02,250.04,247.19,243.77,240.45,238.54
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,4.55,6.10,7.83,10.77,17.46,23.92,28.46,31.21,32.35,33.33,34.34,35.31,36.40,37.34,38.04,38.46,38.48,38.92,39.71,40.72,41.69,42.79,44.64,46.69,48.33,49.78,51.53,53.17,54.51,55.58,54.96,53.83,52.59,51.56,52.51,54.95,58.25,61.87,65.29,66.85,68.60,70.89,73.06,74.53,73.37,70.73,68.18,67.31,67.02,67.01,67.35,69.03,71.84,74.23,76.11,77.79,78.10,77.77,76.72,74.93,72.49,70.08,68.38,67.70,68.23,68.83,68.47,67.30,65.65,63.88,61.85,60.40,60.09,61.66,64.52,67.44,70.55,74.49,78.56,81.81,85.40,89.93,92.81,96.42,99.40,101.43,102.89,104.16,105.25,106.22,107.10,107.30,106.23,104.60,102.87,101.47,101.35,102.56,104.79,107.39,111.61,116.31,121.30,126.44,131.46,134.65,137.49,140.73,145.05,150.50,156.59,161.97,165.17,168.58,173.06,178.21,183.71,189.26,193.70,198.26,203.44,209.61,220.20,228.75,235.04,239.53,246.02,250.03,252.23,253.18,253.87,254.01,254.01,253.85,253.46,252.77,251.71,250.58,249.51,248.20,245.82,242.76,239.59,237.25,235.92
