e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,21.08,28.91,36.40,42.50,45.51,47.96,50.19,52.35,54.57,56.52,58.55,60.35,61.57,63.74,66.27,69.38,73.04,76.37,79.65,83.26,86.85,89.64,90.40,90.63,90.40,89.54,85.97,82.10,78.96,76.65,74.41,72.17,69.84,67.56,65.51,63.75,62.16,60.81,59.76,59.30,59.22,59.22,59.21,59.20,59.11,59.27,59.55,59.85,60.16,60.40,60.68,61.09,61.88,62.33,63.19,64.65,66.82,71.11,74.92,77.78,79.48,80.25,81.01,82.12,83.78,86.14,88.21,89.50,90.13,90.29,90.23,88.98,86.32,82.55,78.94,77.51,77.10,77.40,78.21,80.62,83.75,86.58,88.20,86.83,84.58,82.77,81.99,82.76,85.18,87.40,88.94,89.45,88.43,86.93,84.47,80.75,75.27,69.25,64.09,60.35,58.45,59.21,60.66,60.87,58.38,52.05,46.52,42.30,39.66,38.81,37.73,36.09,34.26,32.44,27.91,23.44,20.04,17.91,16.06,14.15,12.39,10.96,10.06,9.86,9.65,9.43,9.19,8.96,8.79,8.59,8.36,8.13,7.90,7.57
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,22.34,30.33,37.86,43.92,47.45,50.17,52.57,54.92,57.45,59.13,60.79,62.35,63.63,65.75,67.64,69.96,72.94,76.12,79.28,82.37,85.23,87.54,88.15,87.81,86.84,85.31,81.68,78.29,75.35,72.84,70.51,68.08,65.62,63.30,61.36,59.34,57.71,56.42,55.52,55.39,55.41,55.43,55.41,55.31,54.96,54.95,54.93,54.57,54.26,54.27,54.51,55.03,56.04,57.05,58.49,60.59,63.54,68.49,72.24,74.80,76.24,76.82,78.00,79.88,82.25,84.59,87.37,89.20,90.06,90.03,88.81,86.76,83.74,79.90,75.94,73.67,72.92,73.14,73.59,75.41,78.22,80.82,82.30,81.53,80.05,78.60,77.62,77.68,79.06,80.99,82.94,84.35,84.15,83.70,82.31,79.42,73.94,67.36,61.75,57.66,55.35,55.12,56.18,56.69,55.25,50.77,45.84,41.48,38.06,35.79,34.05,32.30,30.65,29.13,25.41,21.76,18.87,16.83,14.92,12.96,11.28,10.08,9.53,9.38,9.22,9.04,8.81,8.63,8.43,8.19,7.91,7.63,7.30,6.97
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,8.06,15.67,23.26,31.37,38.90,44.90,48.89,51.63,54.06,56.56,59.22,60.67,61.93,63.12,64.27,65.96,67.39,69.31,72.05,75.16,78.27,81.07,83.44,85.26,85.63,84.85,83.26,81.10,77.53,74.49,71.69,69.03,66.54,64.08,61.69,59.51,57.71,55.43,53.63,52.35,51.64,51.72,51.80,51.84,51.81,51.64,51.15,50.94,50.66,49.98,49.37,49.23,49.47,50.07,51.15,52.88,55.12,57.94,61.40,66.26,69.69,71.79,72.76,73.19,74.40,76.60,79.39,81.87,85.02,87.29,88.44,88.36,86.71,84.33,81.22,77.48,73.43,70.25,68.83,68.69,68.89,70.24,72.69,75.11,76.62,76.35,75.37,74.14,72.99,72.43,73.04,74.71,76.95,79.17,79.95,80.31,79.68,77.48,72.47,65.86,60.09,55.64,52.59,51.48,51.93,52.45,51.89,49.43,45.26,41.06,37.28,33.90,31.35,29.29,27.56,25.89,22.88,20.11,17.79,15.89,13.96,11.94,10.42,9.50,9.18,9.02,8.85,8.65,8.43,8.25,8.00,7.71,7.40,7.07,6.69,6.35
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,7.73,16.03,23.69,31.85,39.35,45.25,49.59,51.96,54.20,56.79,59.36,60.66,61.47,62.08,62.77,63.48,64.68,66.85,70.01,73.17,76.33,79.19,81.46,82.78,82.81,81.78,79.83,77.09,73.67,70.74,67.99,65.28,62.54,60.28,58.29,56.50,54.83,52.25,50.08,48.69,48.20,48.27,48.35,48.42,48.42,48.19,47.80,47.39,46.98,46.55,46.13,46.04,46.30,46.90,47.79,50.43,53.77,57.40,60.94,64.61,67.32,68.75,68.98,69.31,69.97,71.82,74.64,77.51,80.54,83.05,84.52,84.58,83.62,81.62,78.81,75.37,71.61,67.45,64.90,63.93,64.03,65.09,67.25,69.64,71.48,71.51,70.50,69.19,67.90,66.90,67.25,68.77,71.16,74.01,75.98,76.76,76.38,74.63,70.80,64.98,59.49,54.62,50.29,48.54,48.14,48.27,48.32,48.02,44.77,41.13,37.60,33.68,30.12,27.51,25.27,22.79,20.38,18.50,16.84,15.19,13.25,11.19,9.89,9.23,8.86,8.70,8.50,8.27,8.04,7.82,7.47,7.14,6.81,6.43,6.05,5.71
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,7.70,16.41,23.92,31.90,39.22,45.00,49.53,52.02,54.04,56.02,57.71,58.27,58.79,59.36,59.97,60.51,61.74,63.80,66.68,70.09,73.26,76.04,78.26,79.71,79.40,78.04,75.81,72.90,69.91,67.15,64.44,61.82,59.49,57.46,55.57,53.76,51.96,49.62,47.44,45.84,45.06,45.10,45.27,45.43,45.47,45.28,44.90,44.46,43.99,43.53,43.10,43.04,43.41,44.35,46.26,49.09,52.66,56.61,60.47,63.30,64.58,64.79,64.45,64.60,65.27,67.03,69.64,72.33,75.05,77.59,79.31,79.72,79.20,77.66,75.35,72.31,68.36,64.11,61.10,59.43,58.87,59.99,62.46,65.21,67.30,67.17,65.82,64.13,62.43,60.89,61.57,63.63,66.43,69.30,71.87,73.01,72.87,71.47,68.58,63.70,58.59,53.70,49.31,47.05,45.78,45.37,45.61,45.85,44.26,41.67,38.35,34.33,30.68,27.68,24.86,21.79,19.47,17.65,16.00,14.34,12.49,10.72,9.65,9.12,8.70,8.38,8.09,7.80,7.49,7.22,6.85,6.51,6.18,5.80,5.41,5.07
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,7.76,16.62,24.02,31.83,39.00,44.69,49.13,51.70,53.42,54.64,55.44,55.30,55.51,56.00,56.49,57.06,58.39,60.39,63.06,66.70,69.86,72.57,74.77,76.34,75.79,74.17,71.72,68.75,66.17,63.62,61.07,58.64,56.72,54.86,53.03,51.20,49.31,47.24,45.08,43.23,42.00,41.91,42.19,42.41,42.47,42.31,41.90,41.48,41.01,40.44,40.05,40.07,40.65,42.04,44.91,47.95,51.67,55.75,59.71,61.69,61.67,60.79,59.91,59.66,60.45,62.26,64.75,67.26,69.69,72.09,73.86,74.49,74.25,73.13,71.19,68.36,64.40,60.44,57.26,55.03,53.80,55.07,57.86,60.95,63.25,62.94,61.27,59.18,57.04,55.11,56.02,58.65,61.98,65.06,68.00,69.41,69.53,68.49,66.33,62.35,57.59,52.73,48.56,45.70,43.67,42.80,43.13,43.55,43.40,41.88,38.98,35.13,31.66,28.38,25.01,21.37,19.07,17.21,15.50,13.78,12.02,10.44,9.53,9.07,8.60,8.15,7.70,7.28,6.91,6.59,6.22,5.87,5.54,5.16,4.77,4.43
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,7.91,16.37,23.86,31.67,38.85,44.56,48.26,50.49,51.68,52.18,52.48,52.03,51.82,51.82,51.83,52.50,54.04,56.35,59.36,63.06,66.18,68.93,71.14,72.52,71.96,70.27,67.78,64.87,62.43,60.19,58.09,56.10,54.23,52.37,50.63,48.96,47.27,45.25,43.03,40.82,38.95,38.51,38.86,39.10,39.09,38.93,38.37,38.04,37.63,36.95,36.80,37.07,38.11,40.07,42.99,46.75,50.86,54.84,58.10,59.09,58.51,57.20,55.76,54.58,55.42,57.53,60.32,62.97,65.28,67.20,68.45,68.80,68.57,67.72,65.64,62.44,59.27,56.15,53.22,50.77,49.21,50.63,53.42,56.56,59.04,58.73,57.02,54.64,52.12,50.19,50.77,53.64,57.74,61.93,64.87,66.36,66.76,66.18,64.31,61.03,56.45,51.54,47.66,43.92,41.45,40.44,40.78,41.36,41.55,40.87,39.07,35.86,32.80,29.44,25.62,21.37,19.12,17.46,15.86,14.11,12.39,10.57,9.53,9.07,8.60,8.20,7.38,6.66,6.33,5.96,5.58,5.23,4.91,4.52,4.13,3.80
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,5.97,15.38,23.12,31.00,38.04,43.40,46.29,47.96,48.78,48.97,48.85,48.37,48.08,47.94,47.84,48.54,50.04,52.40,55.63,59.72,63.03,65.84,67.97,69.01,68.08,66.22,63.82,61.26,59.04,56.95,54.98,53.14,51.45,49.87,48.37,46.88,45.32,43.42,41.03,38.37,35.82,34.76,34.76,34.76,34.57,34.35,33.94,33.73,33.49,33.12,33.46,34.24,35.84,38.33,41.57,45.58,49.69,53.41,56.17,56.08,55.08,53.60,51.92,50.11,50.75,52.73,55.45,58.12,60.31,62.16,63.38,63.73,63.26,62.11,60.01,57.12,54.36,51.70,49.04,46.82,45.59,46.74,49.35,52.33,54.63,54.22,52.85,50.80,48.44,46.48,47.06,49.56,53.30,57.53,61.43,63.29,63.96,63.72,62.28,59.22,54.84,49.87,45.26,41.76,39.53,38.57,38.73,39.28,39.48,39.48,38.82,36.36,33.55,30.40,26.67,22.27,19.45,17.67,16.11,14.42,12.69,10.90,9.81,9.26,8.87,8.55,7.67,6.71,6.00,5.37,4.94,4.59,4.27,3.88,3.53,3.18
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,3.43,13.75,21.88,29.82,36.64,41.49,43.66,44.76,45.28,45.36,44.94,44.56,44.33,44.21,44.17,44.86,46.28,48.65,52.07,56.58,60.17,63.05,65.01,65.64,64.21,62.19,59.98,57.85,55.84,53.84,51.89,50.09,48.66,47.40,46.16,44.86,43.40,41.58,39.00,35.90,32.72,30.88,30.30,29.93,29.57,29.26,29.10,29.02,29.03,29.18,30.09,31.50,33.68,36.70,40.46,44.49,48.38,51.73,54.06,52.97,51.60,49.98,48.13,45.92,46.26,47.98,50.48,53.03,55.08,56.93,58.25,58.68,57.97,56.45,54.46,52.19,49.72,47.31,44.92,43.05,42.33,43.07,45.36,48.04,50.07,49.76,48.87,47.31,45.29,43.31,44.00,45.97,48.95,52.74,57.67,59.99,60.93,60.99,60.02,57.06,52.93,47.95,42.44,39.65,37.88,36.98,36.79,37.25,37.37,38.01,38.48,36.75,34.10,31.27,27.85,23.52,20.01,17.98,16.47,15.00,13.41,11.91,10.69,9.81,9.26,9.03,8.21,7.08,5.89,4.93,4.39,3.99,3.63,3.24,2.93,2.57
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,2.83,10.00,18.91,26.77,33.10,37.60,39.82,40.77,41.14,41.21,41.08,40.87,40.73,40.67,40.72,41.36,43.13,46.00,49.79,53.95,57.66,60.51,62.19,62.27,60.58,58.79,56.91,54.91,52.90,50.98,49.23,47.72,46.53,45.30,44.03,42.73,41.41,39.30,36.57,33.41,30.08,27.21,25.68,24.92,24.59,24.28,24.12,24.20,24.62,25.45,26.86,28.84,31.53,35.10,39.85,43.76,47.16,49.87,51.57,50.43,48.55,46.22,43.75,41.74,42.03,43.71,46.07,48.08,49.63,50.89,51.73,52.01,51.85,50.98,49.69,48.10,46.27,43.84,41.50,39.65,38.69,39.18,40.84,42.96,44.99,46.46,45.83,44.14,42.03,40.30,40.91,42.94,45.82,49.02,52.67,55.07,56.48,56.95,56.22,53.99,50.36,45.86,41.22,38.98,37.20,35.78,34.80,35.16,35.63,37.05,38.44,37.11,34.44,31.75,28.55,24.43,21.27,19.17,17.92,17.35,17.19,16.73,14.86,12.15,9.72,9.47,8.77,7.74,6.57,5.42,4.39,3.58,2.99,2.60,2.29,1.97
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,14.68,22.02,28.34,33.09,35.61,36.70,37.19,37.41,37.55,37.45,37.33,37.26,37.28,38.06,40.42,43.79,47.75,51.76,55.26,57.87,59.22,58.73,57.13,55.58,53.93,52.06,50.19,48.37,46.74,45.34,44.23,43.06,41.68,40.13,38.50,36.26,33.57,30.38,26.78,23.45,21.34,20.32,20.02,19.73,19.71,19.93,20.66,22.09,24.10,26.52,29.66,33.73,39.13,42.78,45.72,47.78,48.57,47.16,44.94,42.31,39.70,38.13,38.62,40.16,42.12,43.73,45.11,46.14,46.78,47.05,47.10,46.60,45.69,44.44,42.89,40.70,38.54,36.67,35.30,35.63,37.20,39.25,41.33,43.52,43.36,41.84,39.65,37.77,38.41,40.08,42.24,44.46,47.30,49.64,51.49,52.66,52.37,51.06,48.40,44.72,40.59,38.61,36.47,34.44,32.88,33.05,33.90,35.82,37.94,38.09,35.30,32.42,29.32,25.74,22.95,21.26,20.47,20.45,20.99,20.68,18.75,15.67,12.40,11.19,9.78,8.41,7.22,5.99,4.75,3.67,2.79,2.09,1.68,1.38
