e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,12.32,17.12,21.06,24.32,27.59,29.90,31.62,32.89,33.66,34.22,34.90,35.68,36.39,36.96,37.02,36.48,35.29,33.56,31.57,29.19,26.51,23.77,21.02,18.14,15.22,12.42,11.67,11.35,10.89,10.02,8.86,7.86,6.82,5.67,4.39,3.66,4.27,5.41,6.39,7.13,7.88,8.65,9.59,11.16,13.10,15.19,17.43,19.90,23.99,27.87,31.44,34.49,36.07,36.31,36.25,36.08,35.78,35.60,35.88,36.81,38.42,40.06,41.15,41.93,42.46,42.58,42.63,42.51,42.23,41.86,41.56,40.33,38.14,35.11,31.93,28.68,25.73,23.06,20.40,17.55,15.17,13.55,12.80,12.55,11.97,11.27,10.52,9.77,9.55,9.40,9.24,9.09,8.94,8.81,8.68,8.55,8.63,8.76,8.93,9.13,9.32,9.47,9.63,10.09,11.10,12.40,15.42,18.57,21.02,22.13,23.28,24.58,25.92,27.12,28.00,28.83,29.55,30.17,31.05,32.56,33.97,34.95,35.23,35.89,36.51,37.07,37.59,38.06,38.67,39.55,40.74,42.22,43.92,45.83,48.14,51.15,56.12,60.12,63.29,65.89,68.52,71.06,72.96,73.37,70.80,66.92,62.94,59.35,56.54,54.04,51.85,51.01,51.74,53.17,54.62,55.65,56.28,56.68,56.67,56.34,55.70,54.75,53.39,51.41,49.13,47.02,45.94,46.11,47.17,48.66,50.06,50.87,51.50,51.79,51.76,51.76,51.27,50.70,50.14,49.58,49.02,48.45,47.92,47.49,47.46,47.92,48.55,49.17,49.60,49.81,49.97,50.11,50.26,50.82,51.34,52.00,52.88,53.80,54.73,55.72,56.71,57.58,58.24,58.65,58.95,59.26,59.45,59.45,59.08,58.29,57.09,55.24,53.12,50.96,49.03,47.77,46.47,45.17,43.91,42.71,41.53,40.40,39.32,38.32,37.35,36.42,35.61,34.96,34.26,33.85,33.22,32.38,31.88,31.56,31.36
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,11.44,17.10,21.56,24.44,27.21,29.29,30.71,31.55,32.09,32.50,33.14,33.92,34.55,35.18,35.34,34.87,33.73,32.19,30.02,27.14,23.87,21.08,18.15,15.09,12.14,9.61,9.20,9.09,8.94,8.56,7.72,6.81,5.84,4.78,3.56,3.01,3.68,4.72,5.49,6.19,7.01,7.82,8.61,9.46,11.04,12.99,15.00,16.78,18.51,23.68,29.32,33.85,37.38,38.86,39.33,39.14,38.55,38.49,38.83,39.57,40.68,41.87,42.36,42.68,42.94,43.01,43.02,42.87,42.56,42.08,41.63,40.28,37.77,34.17,30.55,27.38,24.41,21.58,18.85,15.77,13.01,10.96,9.87,9.79,9.71,9.59,9.45,9.38,9.23,9.08,8.93,8.77,8.62,8.47,8.37,8.36,8.67,8.91,9.10,9.28,9.51,9.68,9.88,10.80,13.02,15.73,18.80,20.97,22.09,23.27,24.43,25.73,27.12,28.51,29.43,30.29,31.08,31.86,33.03,34.15,34.29,33.63,33.05,33.77,34.61,35.39,36.02,36.52,37.36,38.37,39.50,40.87,42.58,44.58,46.81,49.15,54.10,58.69,62.36,64.93,67.55,70.00,72.77,74.66,72.68,69.24,65.31,61.56,58.58,56.25,54.19,53.65,54.76,55.94,57.46,58.57,59.22,59.52,59.60,59.28,58.54,57.40,56.08,54.08,51.90,49.95,48.87,49.84,50.98,52.13,53.26,53.79,54.21,54.38,54.32,54.31,53.71,53.05,52.41,51.72,51.02,50.37,49.93,49.79,49.73,50.24,50.95,51.64,52.04,52.29,52.51,52.66,52.67,53.34,53.68,54.15,54.93,55.85,56.77,57.78,58.83,59.83,60.45,60.75,60.93,61.16,61.38,61.43,61.15,60.46,59.31,57.33,55.06,52.58,49.98,48.61,47.29,45.98,44.70,43.54,42.46,41.46,40.58,39.82,38.90,38.08,37.33,36.63,35.92,35.04,34.11,33.26,32.75,32.64,32.61
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,10.86,16.68,21.04,23.35,26.08,28.07,29.32,29.95,30.44,30.84,31.43,32.16,32.89,33.67,34.04,33.66,32.40,30.91,27.95,24.51,21.11,18.28,15.25,12.46,10.22,8.77,8.07,7.73,7.52,7.24,6.55,5.70,4.79,3.80,2.73,2.33,2.91,3.83,4.61,5.41,6.21,7.02,7.84,8.63,9.72,11.12,12.81,14.75,16.77,19.87,25.03,31.84,36.07,38.96,40.24,40.33,40.14,40.52,40.84,41.16,41.59,42.18,42.59,42.96,43.25,43.27,43.23,43.03,42.62,41.93,40.74,38.69,35.96,32.73,29.31,26.17,23.09,20.03,17.01,13.87,11.46,10.00,9.55,9.47,9.35,9.21,9.07,8.99,8.85,8.72,8.61,8.45,8.30,8.26,8.34,8.55,8.86,9.10,9.32,9.52,9.70,10.11,10.78,12.14,14.49,17.25,19.72,21.60,22.96,24.33,25.61,26.92,28.29,29.72,30.49,31.28,31.79,31.95,32.28,31.98,31.50,31.06,30.92,31.85,32.82,33.77,34.71,35.65,36.71,37.79,38.87,39.94,41.40,43.42,45.83,48.31,52.43,57.12,61.16,63.89,66.41,69.05,71.94,74.35,74.53,71.40,67.80,64.26,61.12,58.59,56.87,56.61,57.80,59.23,61.04,62.39,63.16,63.42,63.44,62.94,61.89,60.39,58.91,57.09,55.19,53.46,52.38,52.89,53.79,54.88,56.00,56.49,56.86,57.00,56.92,56.81,56.24,55.58,54.90,54.21,53.46,52.69,52.20,52.17,52.25,53.07,53.98,54.74,55.29,55.54,55.71,55.72,55.53,55.96,56.16,56.51,57.15,57.97,58.84,59.74,60.65,61.55,62.12,62.44,62.62,62.75,62.93,63.05,62.69,61.82,60.71,59.15,56.98,54.37,51.56,49.49,48.03,46.79,45.60,44.49,43.46,42.48,41.63,40.96,40.20,39.39,38.55,37.70,36.84,35.93,34.98,34.17,34.00,33.96,33.99
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,10.20,16.19,20.56,22.71,25.14,26.63,27.44,27.78,28.02,28.45,28.97,29.82,31.38,32.22,32.67,32.41,31.22,29.04,25.31,21.60,18.36,15.50,12.62,10.41,8.89,7.97,7.09,6.51,6.15,5.89,5.35,4.54,3.68,2.78,1.83,1.58,2.12,2.97,3.75,4.57,5.37,6.19,7.00,7.77,8.59,9.67,11.14,13.07,15.21,17.31,21.31,27.75,34.43,38.79,40.75,41.06,41.16,41.66,41.92,42.02,42.09,42.32,42.63,42.98,43.27,43.27,43.15,42.65,41.82,40.80,39.18,36.81,33.99,30.90,27.56,24.36,21.04,17.69,14.63,12.03,10.31,9.42,9.23,9.12,8.98,8.84,8.71,8.61,8.49,8.37,8.26,8.14,8.16,8.26,8.45,8.74,9.05,9.29,9.53,9.80,10.21,10.94,11.91,13.32,15.35,17.87,20.04,21.86,23.42,24.97,26.31,27.59,28.86,30.14,30.71,31.20,31.39,31.19,31.03,30.28,29.66,29.43,29.66,30.57,31.54,32.58,33.71,34.90,36.08,37.23,38.30,39.20,40.51,42.62,45.20,47.68,51.11,55.74,60.30,63.96,66.74,69.35,72.17,74.80,76.09,73.28,70.14,66.98,63.88,61.40,60.03,60.10,61.48,63.20,65.09,66.39,67.06,67.22,67.14,66.45,65.18,63.46,61.71,60.00,58.36,56.91,55.85,56.05,56.73,57.65,58.58,59.02,59.32,59.42,59.34,59.27,58.76,58.11,57.37,56.60,55.80,54.97,54.47,54.52,54.77,55.82,56.89,57.72,58.31,58.59,58.70,58.62,58.33,58.56,58.68,58.91,59.38,60.12,60.91,61.67,62.43,63.28,63.80,64.15,64.36,64.44,64.57,64.63,64.14,63.08,61.92,60.60,58.66,56.15,53.20,50.68,48.96,47.64,46.51,45.47,44.47,43.52,42.70,42.08,41.33,40.50,39.61,38.68,37.72,36.75,35.81,35.12,35.25,35.26,35.32
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,9.47,15.61,20.14,22.50,24.38,25.00,25.11,25.09,24.88,25.39,25.83,26.92,30.02,30.83,31.23,31.12,30.18,26.62,22.16,18.43,15.61,12.76,10.24,8.89,8.13,7.20,6.28,5.42,4.83,4.51,4.11,3.33,2.52,1.72,0.87,0.76,1.32,2.14,2.91,3.69,4.52,5.33,6.11,6.88,7.65,8.62,9.94,11.73,13.82,15.91,18.11,21.72,32.49,38.37,40.90,41.37,41.67,41.98,42.14,42.19,42.20,42.29,42.49,42.76,43.01,43.01,42.81,41.75,40.21,38.76,36.99,34.64,31.86,28.73,25.33,22.00,18.32,14.61,11.75,10.25,9.53,9.20,8.90,8.75,8.60,8.48,8.39,8.23,8.15,8.02,7.89,7.82,8.19,8.46,8.69,8.93,9.24,9.49,9.72,10.12,11.02,12.15,13.25,14.37,15.63,17.66,19.79,21.76,23.52,25.21,26.56,27.78,28.88,29.82,30.14,30.14,29.94,29.64,29.33,29.00,28.72,28.67,29.19,29.89,30.74,31.78,33.01,34.25,35.48,36.68,37.78,38.63,39.89,42.16,44.90,47.23,50.12,54.52,59.76,65.05,68.42,70.81,73.40,75.97,77.36,74.88,72.34,69.73,66.83,64.65,63.65,64.07,65.76,67.82,69.58,70.57,70.91,70.92,70.70,69.82,68.42,66.60,64.46,62.80,61.44,60.31,59.30,59.31,59.80,60.45,61.00,61.39,61.61,61.66,61.60,61.67,61.27,60.63,59.82,58.90,58.05,57.20,56.72,56.84,57.29,58.50,59.68,60.58,61.12,61.45,61.51,61.36,61.07,61.15,61.23,61.35,61.60,62.30,63.00,63.57,64.15,65.00,65.47,65.88,66.14,66.22,66.30,66.20,65.50,64.26,62.95,61.71,60.12,57.92,54.92,52.15,50.07,48.54,47.41,46.48,45.49,44.57,43.78,43.16,42.32,41.42,40.50,39.57,38.56,37.50,36.61,36.13,36.51,36.54,36.63
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,14.09,18.85,21.55,22.99,23.18,22.86,22.47,22.24,22.34,22.58,23.20,24.63,26.48,27.57,27.42,25.72,22.33,19.01,15.99,13.26,10.55,8.79,7.99,7.48,6.55,5.58,4.66,3.86,3.23,2.84,2.09,e,e,e,e,e,1.21,2.02,2.79,3.59,4.38,5.16,5.98,6.80,7.81,9.04,10.51,12.55,14.62,16.76,19.74,27.09,36.16,40.81,41.58,41.93,42.06,42.15,42.18,42.14,42.12,41.93,41.75,41.59,41.21,40.50,39.33,37.84,36.23,34.50,32.17,29.28,25.95,22.55,18.82,15.03,11.85,10.40,9.64,9.22,8.94,8.64,8.44,8.24,8.10,8.01,7.85,7.81,7.84,7.95,8.11,8.45,8.71,8.94,9.18,9.49,9.78,10.34,11.19,12.21,13.32,14.41,15.54,16.78,18.56,20.34,22.15,23.82,24.86,25.65,26.47,27.32,28.10,28.51,28.68,28.69,28.59,28.28,28.01,28.04,28.45,29.22,30.23,31.35,32.53,33.76,34.91,35.87,36.87,38.08,39.73,41.87,44.51,47.27,49.64,52.59,56.48,61.37,66.83,69.90,72.07,74.08,75.97,77.36,76.40,74.55,72.28,70.04,68.40,67.89,68.46,69.92,71.73,73.15,73.61,73.43,73.29,72.64,71.53,70.25,68.91,67.03,65.24,63.81,62.74,61.83,61.75,61.92,62.29,62.83,63.31,63.57,63.65,63.60,63.73,63.71,63.33,62.58,61.56,60.57,59.65,59.08,59.09,59.75,60.92,62.09,63.03,63.57,63.89,63.93,63.81,63.69,63.77,63.85,63.94,64.09,64.46,65.11,65.62,66.07,66.73,67.20,67.64,67.93,68.01,68.09,67.75,66.93,65.72,64.40,63.07,61.46,59.39,56.70,53.97,51.43,49.57,48.48,47.51,46.51,45.62,44.84,44.13,43.24,42.29,41.30,40.27,39.22,38.11,37.41,37.28,37.72,37.84,37.97
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,11.91,16.79,19.93,21.32,21.03,20.14,19.32,19.10,18.99,19.14,19.46,19.79,21.90,23.25,23.17,21.32,18.51,16.07,13.59,11.01,8.48,7.41,7.06,6.77,5.92,4.93,3.97,3.04,2.17,1.63,e,e,e,e,e,e,e,e,e,2.66,3.45,4.23,5.06,5.96,7.02,8.21,9.46,11.32,13.36,15.53,18.12,22.57,33.41,39.94,41.72,42.16,42.14,42.01,41.83,41.63,41.26,40.67,40.10,39.58,38.88,37.82,36.61,35.23,33.62,31.65,29.05,25.87,22.22,18.55,15.20,12.17,9.96,9.49,9.18,8.91,8.64,8.36,8.13,7.91,7.75,7.64,7.60,7.67,7.84,8.09,8.40,8.71,8.97,9.20,9.45,9.81,10.24,11.12,12.31,13.39,14.48,15.57,16.73,18.00,19.51,20.81,22.14,23.39,23.84,24.32,24.93,25.62,26.32,26.76,27.05,27.24,27.32,27.18,27.23,27.68,28.47,29.40,30.69,32.04,33.38,34.67,35.81,36.62,37.58,39.00,41.30,44.03,46.93,49.78,52.29,55.44,58.94,63.25,68.16,70.81,72.65,74.26,75.80,77.26,77.62,76.60,74.92,73.36,72.18,71.99,72.63,73.93,75.51,76.47,76.40,75.70,75.07,74.13,72.95,71.82,70.84,69.30,67.57,66.16,65.13,64.36,64.25,64.23,64.37,64.76,65.20,65.50,65.63,65.64,65.79,66.00,65.87,65.32,64.32,63.44,62.53,61.87,61.71,62.48,63.52,64.57,65.46,66.02,66.33,66.37,66.31,66.34,66.41,66.49,66.57,66.65,66.79,67.29,67.72,68.10,68.60,69.03,69.51,69.86,69.96,69.96,69.36,68.39,67.18,65.85,64.39,62.72,60.74,58.39,55.63,52.81,50.73,49.61,48.54,47.53,46.66,45.87,45.04,44.10,43.11,42.08,40.99,39.85,38.71,38.21,38.42,38.90,39.14,39.34
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,8.76,13.59,17.28,19.25,18.37,16.65,15.30,15.14,15.16,15.40,15.78,16.15,17.19,18.07,18.22,17.28,15.61,13.47,11.19,8.90,6.61,6.06,6.03,5.94,5.28,4.34,3.36,2.40,1.47,0.54,e,e,e,e,e,e,e,e,e,1.75,2.55,3.33,4.11,5.14,6.26,7.44,8.68,10.15,12.12,14.34,16.75,19.72,29.92,37.83,41.76,42.35,42.23,41.64,40.95,40.41,39.31,38.33,37.49,36.73,35.84,34.71,33.54,32.31,30.92,28.26,24.94,21.14,17.01,12.66,10.95,10.02,9.44,9.17,8.86,8.56,8.28,8.04,7.81,7.63,7.44,7.32,7.57,7.85,8.09,8.35,8.66,8.97,9.22,9.45,9.72,10.24,10.98,12.12,13.46,14.54,15.63,16.75,17.96,19.26,20.47,21.09,21.49,21.78,21.78,22.43,23.14,23.84,24.53,24.92,25.20,25.43,25.65,25.96,26.78,27.80,28.86,29.78,31.26,32.78,34.27,35.70,36.99,37.87,39.04,40.86,43.50,46.26,49.26,52.30,55.10,58.59,61.95,65.36,68.74,70.84,72.18,73.69,75.46,77.13,78.37,78.42,77.72,76.83,75.99,75.81,76.40,77.68,79.16,79.46,78.91,77.70,76.03,75.04,74.05,73.12,72.23,71.08,69.79,68.56,67.54,66.96,66.92,66.91,66.91,66.92,67.12,67.39,67.61,67.74,67.90,68.06,68.17,68.00,67.19,66.85,66.11,65.33,64.90,65.68,66.44,67.19,67.90,68.50,68.77,68.89,68.95,69.02,69.10,69.17,69.25,69.33,69.41,69.61,69.92,70.31,70.71,71.04,71.55,72.00,72.18,71.98,71.06,69.90,68.64,67.26,65.62,63.84,61.94,59.92,57.01,54.19,52.07,50.80,49.59,48.55,47.68,46.85,45.87,44.88,43.88,42.84,41.74,40.46,39.33,39.02,39.51,40.05,40.42,40.74
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,5.51,8.80,11.43,12.87,12.54,11.62,10.88,11.12,11.36,11.62,11.93,12.36,13.00,13.62,13.81,13.29,12.19,10.76,9.02,7.05,5.05,4.84,4.93,4.97,4.69,3.72,2.58,e,e,e,e,e,e,e,e,e,e,e,e,e,1.61,2.39,3.20,4.33,5.52,6.73,7.97,9.32,11.15,13.38,15.93,18.63,27.79,35.85,40.74,41.64,41.44,40.46,39.20,38.05,36.77,35.61,34.64,33.78,32.73,31.44,30.04,28.36,26.15,23.61,20.25,16.48,12.82,10.52,9.72,9.34,9.08,8.85,8.54,8.26,8.00,7.77,7.54,7.34,7.26,7.37,7.67,8.02,8.32,8.61,8.91,9.22,9.48,9.81,10.32,11.02,11.88,13.15,14.61,15.69,16.50,17.27,18.07,18.93,19.60,19.86,19.96,20.07,20.52,21.22,21.93,22.62,23.32,23.95,24.52,25.08,25.64,26.22,27.12,28.17,29.28,30.37,31.89,33.43,34.96,36.47,37.90,39.17,40.64,42.52,45.06,47.53,50.34,53.40,56.50,59.77,62.74,65.49,68.05,69.97,71.10,72.49,74.22,75.80,77.51,78.70,79.21,79.00,78.63,78.54,78.89,79.65,80.43,80.35,79.70,78.60,77.15,76.14,75.25,74.40,73.52,72.44,71.60,70.74,69.97,69.67,69.65,69.62,69.58,69.55,69.63,69.73,69.85,70.01,70.16,70.35,70.52,70.48,69.95,69.72,69.12,68.48,68.13,68.70,69.27,69.87,70.45,70.90,71.15,71.33,71.47,71.54,71.62,71.70,71.77,71.88,72.16,72.51,72.86,73.22,73.60,73.72,74.01,74.36,74.60,74.25,73.15,71.77,70.24,68.53,66.79,65.01,63.11,61.03,58.22,55.49,53.41,52.10,50.83,49.65,48.63,47.72,46.76,45.75,44.69,43.58,42.41,41.13,40.17,40.11,40.84,41.50,41.91,42.30
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,6.65,6.51,6.35,7.23,7.64,7.73,7.89,8.65,9.12,9.50,9.66,9.48,8.87,8.14,6.93,5.29,3.64,3.65,3.81,3.93,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.46,2.33,3.55,4.80,6.05,7.30,8.61,10.26,12.45,15.19,17.91,25.63,33.34,38.88,40.34,40.06,38.84,37.16,35.45,34.12,32.81,31.66,30.62,29.39,27.85,26.20,24.20,21.54,19.43,16.46,13.04,9.90,9.55,9.29,9.04,8.79,8.54,8.23,7.96,7.73,7.50,7.27,7.11,7.18,7.50,7.82,8.19,8.52,8.83,9.15,9.46,9.76,10.25,11.01,11.89,12.80,14.01,15.32,16.25,16.77,17.19,17.60,18.04,18.26,18.38,18.51,18.84,19.78,20.50,21.20,21.90,22.62,23.47,24.32,25.17,26.01,26.81,27.65,28.61,29.70,30.93,32.44,33.96,35.48,37.00,38.57,40.21,41.91,43.76,46.03,48.14,50.61,53.53,56.89,59.98,62.58,64.83,66.82,68.63,69.73,71.07,72.71,74.19,76.24,78.41,79.99,80.40,80.44,80.47,80.61,80.84,80.91,80.58,79.99,79.19,78.25,77.29,76.48,75.69,74.82,73.79,73.40,72.95,72.45,72.41,72.41,72.37,72.33,72.33,72.31,72.25,72.26,72.39,72.54,72.75,72.88,72.85,72.54,72.25,71.74,71.28,71.14,71.51,71.97,72.46,72.93,73.24,73.49,73.74,73.94,74.02,74.09,74.22,74.36,74.57,75.03,75.55,75.94,76.26,76.60,76.55,76.61,76.80,77.03,76.54,75.32,73.76,71.95,69.87,68.00,66.20,64.28,62.06,59.40,56.79,54.77,53.45,52.13,50.80,49.62,48.59,47.65,46.62,45.50,44.31,43.08,41.86,41.16,41.33,42.22,43.00,43.44,43.87
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,2.65,2.24,1.79,3.71,4.08,3.56,3.36,5.31,5.80,5.88,5.92,6.16,6.19,5.86,4.95,3.61,2.45,2.50,2.70,2.76,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.58,1.56,2.83,4.13,5.42,6.72,8.03,9.43,11.50,14.37,17.13,22.55,29.20,35.24,37.88,37.54,36.42,34.80,32.96,31.52,30.00,28.43,26.86,25.39,23.42,21.64,20.09,18.75,17.48,15.71,13.10,10.07,9.58,9.25,8.92,8.58,8.29,7.92,7.65,7.41,7.18,6.95,7.06,7.31,7.63,8.00,8.33,8.65,8.98,9.35,9.65,10.13,10.84,11.79,12.76,13.70,14.34,14.73,15.06,15.42,15.75,16.13,16.57,16.74,17.12,17.93,19.11,20.10,20.82,21.52,22.25,23.07,23.92,24.77,25.62,26.47,27.37,28.23,29.10,30.08,31.32,32.73,34.15,35.57,37.01,38.68,40.45,42.19,43.86,45.64,47.43,49.31,51.72,55.23,58.61,61.13,63.11,64.82,66.49,67.89,69.39,71.00,72.53,74.86,77.45,79.53,80.41,80.60,80.73,80.86,80.91,80.63,80.26,79.93,79.60,79.20,78.45,77.76,77.03,76.19,75.35,75.44,75.38,75.10,75.21,75.22,75.21,75.20,75.20,75.13,75.06,75.01,75.01,75.16,75.33,75.24,74.95,74.64,74.17,73.59,73.29,73.49,73.82,74.31,74.78,75.17,75.48,75.77,76.10,76.37,76.44,76.52,76.83,77.24,77.69,78.16,78.63,78.98,79.22,79.42,79.40,79.38,79.37,79.32,78.74,77.45,75.81,73.87,71.49,69.32,67.41,65.44,63.09,60.57,58.11,56.17,54.85,53.48,52.10,50.76,49.53,48.55,47.42,46.23,45.03,43.85,42.68,42.38,42.77,43.63,44.47,44.95,45.41
