e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,2.64,5.07,7.26,9.43,11.19,12.41,13.28,14.15,15.00,15.66,16.27,16.94,17.73,18.05,18.40,18.76,18.81,19.76,21.26,23.24,25.58,28.00,29.15,29.86,30.25,29.45,26.86,23.65,20.73,19.12,17.66,16.12,14.68,13.44,12.20,11.06,10.19,9.58,9.06,8.97,8.72,8.17,7.27,6.34,5.67,5.22,4.95,4.87,4.52,4.64,5.00,5.08,4.52,3.98,3.43,2.89,2.40,2.31,2.77,3.72,4.88,4.98,4.45,4.23,5.25,6.57,7.63,8.56,9.62,11.64,16.23,20.76,25.14,29.96,31.70,33.11,33.91,34.07,35.15,34.74,33.61,32.06,30.18,28.04,26.63,25.99,25.98,25.78,25.50,25.09,24.46,23.45,22.22,20.98,19.83,18.88,18.26,17.74,17.23,16.68,16.13,15.63,15.06,14.47,14.09,13.71,13.32,12.95,12.62,12.30,11.92,11.56,11.23,10.84,11.79,13.82,16.51,19.14,21.90,24.63,27.01,28.68,28.76,26.54,23.34,19.90,16.91,13.83,11.10,8.74,6.74,5.43,4.83,4.56,4.40,4.25,4.03,3.84,3.68,3.53,3.31,3.18,3.09,3.02,3.15,3.29,3.44,3.58,3.67,3.82,3.97,4.13,4.28,4.44,4.60,4.87,5.61,8.33,13.18,17.55,20.46,21.16,20.44,18.96,17.12,15.27,13.35,12.42,12.36,13.05,14.27,15.42,17.03,19.61,23.67,27.69,30.21,31.11,30.37,27.98,25.19,22.58,20.40,18.80,17.33,15.56,13.65,11.81,10.44,9.67,9.20,8.86,8.53,8.60,8.61,8.57
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,2.88,4.75,6.95,8.99,10.58,11.73,12.54,13.35,14.02,14.67,15.36,16.01,17.03,18.23,19.29,19.70,20.89,22.45,24.08,25.51,26.44,26.75,27.01,27.08,25.58,23.00,20.49,18.44,17.18,15.90,14.38,12.80,11.38,10.67,10.06,9.62,9.30,8.92,8.75,8.28,7.55,6.62,5.69,4.88,4.32,4.04,3.92,3.78,3.87,3.97,3.69,3.11,2.56,2.00,e,e,e,1.72,2.83,4.03,3.92,3.72,4.02,5.25,6.19,7.00,7.79,8.69,10.06,13.14,17.76,22.98,27.35,30.18,31.78,32.41,32.37,32.68,31.82,30.38,28.54,26.41,24.29,22.94,22.37,22.45,22.41,22.33,22.02,21.42,20.45,19.29,18.69,18.40,17.72,17.21,16.71,16.19,15.66,15.20,14.74,14.26,13.80,13.50,13.16,12.82,12.47,12.12,11.77,11.39,11.04,10.73,10.38,11.25,13.15,15.84,18.95,21.66,23.90,25.42,26.02,25.36,22.91,19.89,16.84,13.98,11.35,9.06,7.14,5.64,4.93,4.60,4.43,4.27,4.12,3.90,3.71,3.55,3.40,3.17,3.07,3.06,3.11,3.23,3.21,3.27,3.42,3.58,3.77,3.99,4.21,4.41,4.56,4.72,5.41,7.06,10.28,15.68,19.85,22.32,23.75,23.07,21.37,19.20,17.09,15.28,14.47,14.49,15.23,16.46,17.60,19.48,22.52,27.06,30.82,33.27,33.88,32.56,30.32,27.74,25.14,22.79,21.04,19.44,17.60,15.66,13.79,12.32,11.29,10.55,10.07,9.88,10.00,9.99,9.77
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,6.60,8.51,10.04,11.09,11.90,12.56,13.15,13.77,14.58,16.38,18.32,19.93,20.66,21.85,23.17,24.28,24.83,24.43,23.99,23.79,23.52,21.62,19.47,17.81,16.56,15.42,14.21,12.73,11.05,9.42,9.19,9.07,8.93,8.76,8.59,8.43,7.80,6.89,5.97,5.05,4.13,3.47,3.14,2.97,3.02,3.00,2.78,2.22,e,e,e,e,e,e,e,1.96,3.18,2.93,3.14,3.88,5.03,5.62,6.26,7.01,7.85,8.69,10.10,14.08,19.20,22.58,27.11,29.43,30.30,30.41,30.01,28.83,27.20,25.26,23.10,21.10,19.83,19.26,19.31,19.38,19.44,19.14,18.36,17.37,16.36,16.40,16.94,16.66,16.21,15.71,15.18,14.68,14.28,13.84,13.42,13.09,12.96,12.69,12.40,12.08,11.70,11.32,10.94,10.58,10.25,9.93,10.66,12.40,15.08,18.50,21.07,22.72,23.39,23.05,21.67,19.22,16.52,13.84,11.16,9.03,7.24,5.82,4.84,4.63,4.45,4.30,4.14,3.98,3.76,3.58,3.43,3.27,3.07,3.03,3.11,3.26,3.33,3.21,3.15,3.24,3.39,3.61,3.88,4.16,4.40,4.57,4.90,6.08,8.52,12.21,17.83,21.75,23.95,26.12,25.91,24.10,21.52,18.96,17.15,16.50,16.65,17.45,18.88,20.25,22.55,26.01,30.72,34.19,36.33,36.51,34.68,32.48,30.05,27.53,25.07,22.91,21.06,19.25,17.47,15.75,14.34,13.11,12.11,11.42,11.30,11.23,11.01,10.52
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,3.93,5.78,7.75,9.88,10.84,11.46,11.96,12.58,14.13,16.06,17.74,19.00,19.89,20.71,21.51,22.12,22.33,21.89,21.25,20.64,20.01,18.85,17.48,16.03,14.66,13.57,12.45,11.11,9.46,7.70,7.47,7.50,7.59,7.67,7.75,7.83,7.19,6.19,5.27,4.40,3.49,2.74,2.24,2.02,2.06,1.84,1.36,0.75,e,e,e,e,e,e,e,1.12,2.29,2.13,2.72,3.64,4.26,4.75,5.48,6.30,7.10,7.59,8.26,9.72,11.67,13.47,20.55,24.57,26.47,27.15,26.70,25.35,23.73,22.01,20.14,18.80,17.94,17.49,17.39,17.47,17.45,16.76,15.32,14.09,13.51,13.95,14.98,15.68,15.30,14.85,14.39,13.97,13.52,13.11,12.72,12.41,12.38,12.21,11.98,11.71,11.38,11.00,10.66,10.29,9.86,9.49,9.87,11.64,14.52,17.74,19.96,20.91,20.90,20.19,18.27,15.86,13.31,10.85,8.86,7.11,5.81,5.00,4.65,4.48,4.33,4.17,4.01,3.79,3.61,3.45,3.30,3.14,3.04,3.12,3.30,3.45,3.52,3.55,3.46,3.24,3.04,3.23,3.47,3.73,4.02,4.24,5.22,6.91,9.46,13.99,19.13,23.11,25.87,28.10,29.25,27.70,24.59,21.23,18.97,18.41,18.76,19.83,22.00,24.15,26.88,30.22,34.11,37.82,39.18,38.56,36.45,34.10,31.65,29.10,26.38,23.33,21.26,19.70,18.50,17.49,16.27,15.05,13.96,13.11,12.79,11.95,11.01,10.04
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,3.03,4.85,7.52,8.97,10.10,10.91,11.55,12.91,14.79,16.27,17.30,18.19,18.86,19.45,19.86,19.98,19.66,19.04,18.36,17.64,16.68,15.58,14.20,12.78,11.63,10.27,9.06,7.61,5.94,5.74,5.80,5.94,6.12,6.38,6.92,6.80,6.09,5.00,3.94,2.88,1.98,1.34,1.11,e,e,e,e,e,e,e,e,e,e,e,e,e,1.54,2.15,2.89,3.36,3.93,4.66,5.34,5.88,6.19,6.70,7.39,8.29,9.40,14.12,16.99,19.23,21.52,21.30,20.75,20.14,19.35,17.88,16.80,16.16,15.79,15.52,15.56,15.41,14.49,12.81,11.60,11.41,12.23,13.56,14.49,14.30,14.01,13.66,13.27,12.80,12.40,12.05,11.79,11.76,11.65,11.48,11.26,10.98,10.63,10.31,9.91,9.45,9.20,9.59,11.23,13.85,16.68,17.79,18.09,17.68,16.61,14.53,12.51,10.55,8.68,7.04,5.85,5.08,4.66,4.51,4.35,4.20,4.03,3.84,3.64,3.48,3.33,3.18,3.06,3.08,3.22,3.42,3.60,3.71,3.82,3.78,3.55,3.24,3.23,3.24,3.35,3.74,4.45,5.86,7.77,10.33,15.12,19.96,24.15,27.57,30.32,32.31,31.16,28.11,24.60,21.90,21.25,21.78,23.13,25.32,27.79,30.67,33.89,37.30,39.75,40.33,39.26,36.92,34.28,31.81,29.11,26.07,22.71,20.47,18.89,17.75,16.83,15.81,14.89,13.93,12.93,12.10,11.22,10.41,9.64
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,4.66,6.63,8.39,9.66,10.42,11.37,13.07,14.39,15.24,16.09,16.72,17.23,17.58,17.72,17.57,17.07,16.46,15.79,14.80,13.71,12.30,10.78,9.49,7.80,6.73,5.59,4.15,4.00,4.03,4.15,4.37,4.80,5.84,6.42,6.20,4.98,3.65,2.35,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.94,2.43,3.09,3.75,4.22,4.45,4.68,5.25,5.96,6.76,7.60,8.37,9.15,11.32,15.16,15.26,15.77,16.45,16.84,15.92,14.93,14.42,14.12,13.69,13.66,13.34,12.32,10.69,9.67,9.83,10.95,12.42,13.23,13.24,13.14,12.91,12.54,12.10,11.70,11.40,11.21,11.13,11.06,10.93,10.76,10.52,10.22,9.90,9.48,9.02,8.99,9.51,10.94,13.06,15.28,15.08,14.82,14.19,12.89,10.92,9.42,8.15,6.95,5.57,4.98,4.68,4.53,4.38,4.23,4.07,3.89,3.67,3.51,3.35,3.20,3.08,3.02,3.17,3.32,3.51,3.73,3.88,4.04,4.09,3.98,3.69,3.44,3.14,3.08,3.65,4.95,6.62,8.60,11.14,15.86,20.48,24.97,29.13,32.56,35.16,34.62,32.03,28.66,25.46,24.59,25.28,27.01,29.06,31.56,34.30,37.20,40.12,40.87,40.70,39.36,36.83,33.87,31.29,28.33,24.98,21.60,19.24,17.52,16.21,15.12,14.27,13.71,12.95,11.86,10.57,9.97,9.63,9.28
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.91,3.59,5.08,6.59,8.21,9.90,11.28,12.35,13.20,14.05,14.68,15.12,15.43,15.62,15.52,15.11,14.57,13.96,13.12,11.87,10.07,8.03,6.30,4.65,3.84,3.19,2.36,2.21,2.25,2.36,2.66,3.44,4.50,5.43,5.85,5.42,3.94,2.31,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.02,1.58,2.00,2.42,2.75,2.98,3.21,3.83,4.56,5.34,6.13,6.90,7.75,9.08,10.90,11.20,11.67,12.53,13.53,13.84,13.04,12.60,12.36,12.02,11.79,11.24,10.47,9.62,9.10,9.53,10.51,11.56,12.02,12.03,11.96,11.84,11.66,11.37,11.00,10.75,10.64,10.56,10.48,10.39,10.25,10.01,9.70,9.31,8.86,8.50,8.81,9.34,10.39,11.67,12.51,12.03,11.56,11.03,10.35,9.27,8.03,6.84,5.81,5.06,4.76,4.53,4.35,4.25,4.10,3.94,3.78,3.60,3.39,3.22,3.10,3.05,3.14,3.29,3.48,3.68,3.86,4.01,4.17,4.29,4.32,4.12,3.84,3.38,3.36,4.60,5.81,7.20,9.11,11.83,16.01,20.29,25.32,30.47,34.15,37.47,38.58,37.37,34.02,29.93,28.56,29.43,31.98,35.03,37.05,38.53,39.73,40.94,41.55,40.99,39.38,36.87,33.71,30.40,26.95,23.48,20.25,18.04,16.17,14.62,13.40,12.55,11.87,11.15,10.41,9.91,9.57,9.34,9.01
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,5.54,7.38,8.73,9.87,10.92,11.99,12.58,13.00,13.30,13.51,13.43,13.12,12.67,12.06,11.15,9.35,7.10,e,e,e,e,e,e,e,e,e,e,e,3.29,4.56,5.33,5.00,3.28,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,2.41,3.24,4.10,4.98,5.84,6.78,7.70,8.45,8.73,9.16,9.91,10.86,11.55,11.12,10.83,10.69,10.57,10.32,9.84,9.32,8.86,8.52,9.08,9.85,10.53,10.81,10.84,10.82,10.77,10.71,10.56,10.33,10.17,10.10,10.02,9.94,9.86,9.73,9.47,9.21,8.83,8.39,8.09,8.55,9.08,9.75,10.35,10.47,10.03,9.60,9.16,8.71,8.13,7.05,5.96,5.11,4.76,4.56,4.37,4.19,4.09,3.93,3.78,3.62,3.46,3.26,3.10,3.05,3.11,3.27,3.42,3.63,3.83,3.98,4.14,4.32,4.48,4.59,4.52,4.49,4.37,4.65,5.88,6.82,7.97,9.70,12.25,15.72,19.54,25.07,31.19,35.09,38.81,40.97,41.02,38.70,35.10,33.52,34.18,36.66,39.27,40.60,41.33,41.71,41.95,41.99,41.13,39.35,36.67,33.15,29.45,25.77,22.27,19.19,16.97,14.95,13.17,11.72,11.07,10.55,10.07,9.62,9.44,9.21,9.03,8.72
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,2.50,4.05,5.59,7.05,8.46,9.93,10.45,10.86,11.19,11.40,11.32,11.13,10.75,10.10,8.94,6.28,3.56,e,e,e,e,e,e,e,e,e,e,e,2.18,3.80,4.66,3.89,1.89,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.01,1.98,3.01,4.09,5.09,6.15,6.99,7.41,7.49,7.88,8.30,8.69,9.08,9.18,9.11,9.08,9.30,9.14,8.99,8.73,8.34,7.95,8.50,9.02,9.37,9.60,9.68,9.70,9.70,9.70,9.70,9.70,9.66,9.59,9.51,9.43,9.35,9.20,8.90,8.74,8.42,8.03,7.77,8.23,8.76,9.05,9.08,9.01,8.85,8.65,8.30,7.77,7.38,6.38,5.42,4.77,4.61,4.39,4.21,4.05,3.90,3.74,3.59,3.43,3.28,3.12,2.97,3.03,3.24,3.39,3.55,3.75,3.96,4.11,4.27,4.48,4.68,4.81,4.89,5.32,5.96,6.71,7.41,7.95,8.88,10.36,12.46,15.09,18.36,24.34,31.43,35.52,39.40,42.13,43.35,42.84,40.82,39.24,39.38,41.09,42.18,42.64,43.03,43.25,43.09,42.24,41.17,39.29,36.28,32.27,28.45,24.74,21.28,18.35,16.00,13.84,11.83,10.08,9.77,9.64,9.53,9.36,9.13,8.90,8.71,8.42
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,3.79,5.16,7.22,7.53,7.89,8.34,8.78,8.55,8.51,8.01,6.95,6.04,3.80,e,e,e,e,e,e,e,e,e,e,e,e,e,e,3.72,4.19,1.89,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,0.86,1.58,2.43,3.51,4.57,5.50,6.10,6.26,6.29,6.63,7.05,7.45,7.74,7.74,7.76,7.88,8.16,8.35,8.28,8.05,7.71,7.37,7.84,8.35,8.73,8.96,9.04,9.13,9.19,9.19,9.14,9.17,9.15,9.08,9.06,8.98,8.91,8.75,8.45,8.19,7.91,7.63,7.45,7.91,8.15,8.25,8.25,8.17,8.02,7.82,7.52,7.12,6.58,5.71,5.04,4.69,4.49,4.26,4.08,3.92,3.77,3.61,3.46,3.31,3.15,3.00,3.01,3.13,3.32,3.52,3.68,3.88,4.09,4.24,4.45,4.63,5.09,6.06,7.90,8.46,8.82,9.16,9.51,9.90,10.51,11.70,13.59,15.68,18.25,23.94,31.14,35.33,39.49,42.42,44.41,45.63,44.16,43.08,42.78,43.27,44.01,44.60,44.68,44.13,42.90,41.85,40.76,38.74,35.37,31.21,27.44,23.84,20.50,17.76,15.38,13.03,11.05,9.76,9.50,9.35,9.21,9.04,8.81,8.62,8.42,8.10
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,4.57,4.94,5.50,6.04,5.71,5.79,5.25,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,3.30,2.06,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.78,2.96,4.03,4.75,5.10,5.10,5.10,5.40,5.80,6.19,6.35,6.37,6.50,6.74,7.05,7.41,7.48,7.37,7.13,6.80,7.20,7.70,8.11,8.32,8.40,8.55,8.65,8.65,8.59,8.64,8.65,8.60,8.58,8.51,8.43,8.29,8.00,7.69,7.42,7.19,7.06,7.39,7.42,7.41,7.40,7.34,7.19,6.99,6.72,6.39,5.84,5.19,4.77,4.60,4.37,4.15,3.96,3.80,3.64,3.46,3.30,3.17,3.05,2.92,3.07,3.24,3.41,3.62,3.80,4.00,4.19,4.37,4.61,4.91,5.86,7.64,10.20,10.97,11.27,11.43,11.67,11.91,12.24,13.18,14.90,16.63,19.00,24.19,30.87,35.35,39.62,42.85,45.52,47.86,47.19,46.65,46.18,45.88,46.15,45.96,45.36,44.23,42.43,41.18,39.80,37.52,34.04,30.09,26.51,23.03,19.80,17.23,14.81,12.37,10.45,9.53,9.25,9.05,8.89,8.72,8.49,8.33,8.12,7.78
