e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,13.57,18.47,21.29,24.03,26.64,29.48,33.74,37.51,40.68,43.36,45.74,47.99,50.17,52.25,54.29,56.51,58.87,61.21,63.59,66.26,67.95,69.21,70.27,71.30,72.00,72.68,73.10,73.26,73.47,73.96,74.33,74.35,73.86,73.94,74.00,73.79,73.21,72.72,72.37,71.97,71.57,71.35,70.93,70.41,69.86,69.33,68.84,68.35,67.74,67.00,66.16,64.55,61.75,56.89,49.04,47.99,47.07,46.35,45.84,45.44,45.09,44.51,43.74,42.99,42.51,41.63,40.39,38.87,36.99,35.25,33.49,31.70,30.05,28.12,26.12,24.03,21.79,19.39,17.03,14.59,12.06,10.03,9.17,8.52,7.85,7.21,6.60,5.94,5.27,4.64,3.96,3.21,2.47,1.76,0.99,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,5.08,9.67,14.07,18.90,22.52,24.97,28.04,31.75,35.45,38.76,41.33,43.64,45.61,47.42,49.17,50.85,52.92,55.09,57.31,59.64,61.17,62.97,64.92,66.80,68.00,69.14,69.88,70.18,70.35,70.57,70.43,69.98,69.39,69.22,69.00,68.66,68.19,67.85,67.69,67.51,67.31,67.14,66.82,66.42,65.98,65.52,65.17,64.82,64.37,63.71,62.67,60.60,55.93,50.68,47.96,46.76,45.94,45.25,44.56,44.11,43.66,43.05,42.29,41.58,40.87,39.55,37.77,35.76,34.02,32.31,30.72,29.20,27.44,25.42,23.35,21.30,19.31,17.10,14.94,12.66,10.35,9.45,8.78,8.16,7.52,6.83,6.21,5.59,4.94,4.26,3.63,2.89,2.15,1.44,0.67,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,15.79,19.38,22.87,26.56,30.41,34.00,36.84,39.46,41.46,43.20,44.90,46.55,48.32,50.11,52.01,54.21,56.14,57.94,59.68,61.36,62.56,63.59,64.29,64.68,64.91,65.20,65.20,64.94,64.59,64.47,64.29,64.08,63.84,63.60,63.53,63.47,63.35,63.13,62.86,62.53,62.03,61.28,60.64,60.08,59.45,58.65,57.49,55.17,51.70,48.38,46.92,45.57,44.69,44.00,43.32,42.78,42.24,41.56,40.66,39.48,38.23,36.66,34.81,32.79,31.24,29.74,28.31,26.85,25.11,23.07,21.03,19.04,17.11,15.06,12.95,11.07,9.63,8.98,8.35,7.74,7.11,6.45,5.83,5.21,4.58,3.92,3.27,2.58,1.87,1.13,0.35,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,13.37,17.77,21.53,25.45,29.24,32.40,35.37,37.50,39.26,40.95,42.71,44.22,45.65,47.23,49.33,51.68,53.36,54.67,55.93,57.01,57.81,58.40,58.83,59.15,59.60,59.90,60.01,59.95,59.95,59.91,59.86,59.83,59.68,59.65,59.64,59.56,59.26,58.99,58.67,57.98,56.76,55.75,54.94,54.15,53.25,52.13,49.86,48.30,47.20,45.81,44.41,43.42,42.68,42.06,41.38,40.64,39.78,38.64,36.93,35.18,33.50,31.79,29.98,28.60,27.33,26.01,24.55,22.86,20.85,18.87,16.95,15.01,13.10,11.17,9.81,9.26,8.56,7.93,7.31,6.69,6.07,5.45,4.83,4.21,3.59,2.90,2.26,1.57,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,7.03,12.27,16.37,20.59,24.72,28.32,31.43,33.79,35.64,37.24,38.90,40.39,41.85,43.38,45.13,47.28,48.99,50.47,51.91,52.99,53.91,54.55,54.95,55.32,55.77,56.19,56.47,56.51,56.51,56.50,56.46,56.39,56.23,56.16,56.10,55.99,55.74,55.34,54.77,53.59,51.59,50.53,49.82,49.32,48.90,48.36,47.22,46.19,45.29,44.35,43.29,42.18,41.30,40.68,39.65,38.28,36.79,35.18,33.43,31.76,30.34,29.03,27.69,26.36,25.10,23.73,22.20,20.56,18.68,16.79,14.90,12.97,11.16,10.09,9.45,8.94,8.24,7.61,6.99,6.36,5.69,5.06,4.45,3.83,3.21,2.57,1.91,1.21,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,11.30,15.54,19.96,24.12,27.26,29.80,31.87,33.61,35.23,36.60,37.96,39.41,41.01,42.87,44.54,46.12,47.66,48.87,49.90,50.72,51.30,51.72,52.18,52.64,53.00,53.10,53.13,53.16,53.14,53.02,52.87,52.78,52.68,52.53,52.24,51.81,51.25,50.11,48.13,47.17,46.51,46.06,45.73,45.39,44.72,43.96,43.18,42.41,41.36,40.11,38.96,38.00,36.69,35.08,33.47,31.92,30.42,28.98,27.72,26.55,25.36,24.10,22.86,21.50,19.97,18.41,16.59,14.72,12.90,11.25,10.05,9.48,9.11,8.62,7.92,7.29,6.68,6.04,5.34,4.72,4.10,3.47,2.83,2.21,1.56,0.89,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,14.97,19.75,22.89,25.60,27.95,29.97,31.59,32.77,33.99,35.36,36.87,38.39,39.96,41.58,43.20,44.65,45.83,46.90,47.81,48.28,48.75,49.21,49.58,49.73,49.81,49.89,49.87,49.72,49.57,49.48,49.36,49.14,48.76,48.37,47.99,47.19,45.72,44.95,44.30,43.76,43.30,42.89,42.28,41.60,40.87,40.08,38.83,37.43,35.97,34.51,32.99,31.40,30.00,28.81,27.73,26.58,25.42,24.24,23.00,21.85,20.64,19.30,17.83,16.36,14.55,12.67,10.99,9.78,9.47,9.16,8.79,8.30,7.61,6.97,6.36,5.72,5.02,4.40,3.78,3.14,2.46,1.85,1.24,0.63,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,8.33,13.71,17.73,20.76,23.17,25.18,26.75,28.13,29.51,30.83,31.85,32.88,33.96,35.39,37.41,39.89,41.81,43.32,44.46,45.08,45.51,45.95,46.34,46.54,46.62,46.77,46.85,46.80,46.69,46.57,46.40,46.15,45.76,45.37,45.02,44.40,43.30,42.69,42.11,41.54,40.92,40.07,39.10,38.10,37.09,36.05,34.66,33.29,32.01,30.87,29.79,28.60,27.47,26.40,25.37,24.27,23.12,21.94,20.71,19.66,18.54,17.25,15.78,14.26,12.49,11.07,10.08,9.46,9.15,8.85,8.47,7.98,7.29,6.66,6.04,5.40,4.71,4.08,3.47,2.89,2.40,1.89,1.41,0.90,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,8.09,12.33,15.71,18.41,20.53,21.95,23.31,24.64,25.86,26.84,27.81,28.81,30.14,32.04,34.58,36.72,38.66,40.38,41.58,42.14,42.64,43.09,43.41,43.51,43.71,43.84,43.83,43.76,43.63,43.44,43.14,42.73,42.32,41.95,41.39,40.50,39.77,39.03,38.30,37.50,36.42,35.29,34.21,33.18,32.16,30.88,29.68,28.61,27.69,26.87,25.95,25.00,24.00,22.98,21.97,20.89,19.75,18.58,17.57,16.47,15.18,13.70,12.18,10.84,9.95,9.45,9.14,8.84,8.53,8.14,7.63,6.96,6.36,5.77,5.20,4.60,4.03,3.46,2.95,2.56,2.10,1.67,1.20,0.71,0.48,0.32,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,2.91,6.66,10.44,13.69,16.03,17.21,18.32,19.34,20.42,21.85,23.21,24.57,25.88,27.12,28.66,30.52,32.87,35.54,37.78,38.61,39.25,39.83,40.35,40.50,40.71,40.84,40.83,40.76,40.68,40.47,40.13,39.67,39.21,38.75,38.15,37.28,36.15,35.03,33.97,32.97,31.88,30.80,29.89,29.12,28.40,27.52,26.64,25.80,25.02,24.24,23.46,22.60,21.63,20.55,19.68,18.72,17.68,16.60,15.59,14.42,13.07,11.61,10.13,9.63,9.36,9.13,8.83,8.52,8.21,7.80,7.26,6.64,6.08,5.57,5.12,4.71,4.25,3.77,3.33,2.94,2.48,2.02,1.52,1.03,0.80,0.64,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,8.52,11.54,13.02,14.20,15.17,16.06,17.12,18.76,20.51,22.16,23.55,24.97,26.54,28.50,30.78,32.91,34.12,35.09,35.90,36.53,36.77,36.98,37.06,37.01,36.89,36.72,36.48,36.13,35.67,35.16,34.47,33.65,32.76,31.97,31.14,30.35,29.60,28.79,27.94,27.08,26.27,25.57,24.68,23.88,23.11,22.35,21.62,20.97,20.30,19.54,18.59,17.78,16.82,15.74,14.62,13.57,12.37,11.11,9.84,8.65,8.28,8.08,7.90,7.69,7.51,7.31,7.11,6.89,6.41,5.99,5.60,5.24,4.90,4.53,4.12,3.72,3.33,2.86,2.36,1.82,1.30,1.12,0.88,0.53,e,e,e,e,e,e,e,e,e,e,e,e,e
