e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,5.44,6.99,7.31,8.24,8.88,9.51,10.16,10.82,11.65,12.55,13.52,14.52,15.53,16.42,17.20,17.93,18.79,20.38,22.08,23.81,25.59,28.24,30.88,33.37,35.69,38.12,40.83,42.88,44.25,45.38,45.79,46.19,46.91,48.20,49.70,50.34,50.92,51.57,51.58,51.23,50.57,49.65,48.54,47.24,45.54,43.85,42.35,40.42,36.43,32.34,28.93,26.75,24.49,22.11,20.13,19.01,18.20,17.34,16.47,15.58,14.73,13.88,13.03,12.20,11.43
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,1.19,2.68,5.24,7.15,8.35,8.92,9.56,10.13,10.89,11.81,12.74,13.67,14.54,15.45,16.45,17.53,18.52,19.42,20.37,21.81,24.79,27.95,31.16,34.46,37.67,39.95,41.49,42.54,43.69,45.39,46.95,48.25,49.34,49.55,49.61,50.15,51.64,53.11,53.13,53.20,53.60,53.25,52.64,51.82,50.89,49.95,48.49,46.00,43.64,41.94,39.85,35.07,30.83,27.83,25.78,23.70,21.65,20.06,19.30,18.53,17.76,16.95,16.10,15.25,14.40,13.55,12.72,11.95
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,3.92,5.35,7.06,8.53,9.69,10.55,11.38,12.14,12.99,13.92,14.85,15.77,16.65,17.52,18.50,20.52,23.45,26.30,28.91,31.94,34.90,37.38,39.57,41.79,43.61,44.72,45.39,45.91,47.02,49.00,51.01,52.77,54.06,54.37,54.49,54.82,55.60,56.24,55.92,55.59,55.44,54.70,53.69,52.68,51.69,50.64,48.34,45.34,42.66,40.55,36.48,32.18,29.04,27.03,25.37,23.36,21.71,20.55,19.88,19.16,18.36,17.52,16.67,15.82,14.97,14.12,13.29,12.52
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,3.72,5.19,6.61,7.95,9.19,10.42,11.56,12.55,13.48,14.32,15.19,16.08,16.96,18.27,20.05,22.07,24.19,27.23,30.65,33.62,36.10,39.02,42.00,44.50,46.56,48.32,49.43,49.93,50.10,50.26,51.11,53.14,55.37,57.26,58.24,58.43,58.52,58.60,58.71,58.56,57.57,56.53,55.69,54.86,53.67,52.59,51.55,50.35,47.54,44.40,41.24,38.03,33.31,30.05,27.84,26.32,24.85,23.28,21.98,21.01,20.39,19.72,18.93,18.09,17.24,16.40,15.55,14.71,13.90,13.13
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,6.40,7.87,9.26,10.50,11.59,12.79,13.92,14.91,15.84,16.64,17.46,18.29,19.07,21.14,24.66,28.93,33.28,37.40,39.98,41.35,42.04,43.28,46.31,49.47,52.22,54.13,55.14,55.54,55.57,55.50,55.90,57.79,59.99,61.72,61.91,61.79,61.74,61.56,61.02,60.13,58.17,56.09,54.45,53.82,52.65,51.59,50.53,49.13,46.13,43.22,39.42,34.46,30.34,28.61,27.20,25.68,24.21,23.43,22.42,21.46,20.84,20.22,19.48,18.67,17.82,16.97,16.12,15.31,14.54,13.77
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,4.58,6.06,7.61,8.87,10.02,11.23,12.69,13.82,14.99,16.16,17.28,18.20,19.99,22.06,24.37,27.11,30.78,36.09,40.95,43.58,44.79,44.78,44.66,44.99,46.10,49.76,54.17,58.26,60.92,62.01,62.47,62.46,62.24,62.58,63.59,64.58,65.12,64.61,64.09,63.04,61.82,60.69,58.69,55.89,53.62,52.33,51.76,50.68,48.85,46.52,44.10,42.12,39.72,36.13,31.49,29.32,28.03,26.79,25.61,24.98,24.51,23.57,22.46,21.51,20.51,19.72,18.94,18.08,17.19,16.21,15.18,14.21,13.43
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,2.67,4.29,5.79,7.21,8.58,9.94,11.01,11.95,13.05,14.67,15.98,17.28,18.69,20.35,22.47,25.40,29.08,33.49,38.67,42.21,46.84,50.53,51.49,50.66,48.92,47.76,47.79,49.12,53.79,59.28,64.20,67.18,68.28,68.73,68.64,68.24,68.35,68.36,68.15,67.54,66.24,64.99,63.18,61.16,59.19,56.22,53.24,51.02,49.72,48.80,47.48,45.31,42.61,39.93,38.65,36.55,33.41,29.68,28.76,27.81,26.84,26.07,26.00,25.68,24.76,23.55,22.36,21.05,20.01,19.09,18.20,17.21,16.09,14.90,13.78,12.95
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,5.35,6.97,8.47,9.77,10.85,11.71,12.64,13.57,14.71,16.34,18.04,19.70,21.70,24.55,29.78,34.03,39.77,47.16,55.34,55.92,55.93,55.78,55.48,54.31,52.38,50.88,50.60,52.57,58.81,65.05,69.95,72.54,73.50,73.83,73.58,72.90,72.52,71.42,70.11,68.51,66.22,63.75,61.65,59.27,56.01,52.35,50.21,48.38,46.41,44.50,42.42,40.66,39.09,37.44,36.26,34.12,31.73,29.68,28.76,28.10,27.63,27.35,27.27,26.91,25.97,24.74,23.50,21.99,20.37,19.06,18.11,16.98,15.71,14.45,13.29,12.31
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,4.97,6.57,8.06,9.36,10.63,11.78,12.77,13.54,14.31,15.17,16.36,18.12,20.62,23.10,26.13,30.30,37.07,42.42,48.63,55.33,60.79,61.36,61.17,60.63,59.93,58.81,57.29,56.04,55.66,57.22,63.55,69.28,73.60,76.44,77.41,77.39,76.51,75.01,73.50,71.85,69.68,67.09,64.49,61.80,59.01,55.92,52.44,49.90,48.29,46.63,44.64,42.71,41.16,39.67,38.22,36.83,35.39,33.50,31.65,30.19,29.50,29.07,28.79,28.63,28.55,28.10,27.16,25.84,24.25,22.22,20.38,18.91,17.77,16.57,15.31,14.03,12.80,11.68
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,2.64,4.42,6.06,7.63,9.13,10.55,11.57,12.63,13.67,14.62,15.38,16.00,16.79,18.04,20.05,23.23,26.57,30.62,35.83,42.91,48.74,54.87,60.41,62.98,64.46,65.20,65.19,64.47,63.44,62.26,61.29,60.93,62.02,68.09,73.12,76.78,79.66,80.49,79.95,78.36,76.04,73.52,71.45,68.54,65.05,62.16,59.43,56.09,52.57,49.44,48.01,46.76,45.31,43.62,42.04,41.07,39.77,38.25,36.85,35.15,33.49,32.01,30.88,30.55,30.36,30.18,30.01,29.91,29.34,28.31,26.80,24.84,22.29,20.29,18.69,17.38,16.12,14.87,13.59,12.32,11.09
